mid,formula,nsites,pred_log_sigma
mp:13572,Li4Ti3Ni3(SnO8)2,28,-8.179492950439453
mp:12810,Li4Cr3FeO8,16,-8.179527282714844
mp:16696,Li8Mn13Cr3O32,56,-8.179780006408691
mp:12781,Li4Fe3CuO8,16,-8.17992877960205
mp:18172,Li3Fe(PO4)2,56,-8.179963111877441
mp:2820,LiMnCo3O8,26,-8.179975509643555
mp:11991,Li3Fe(PO4)2,42,-8.180217742919922
mp:8105,Li2Fe3SnO8,28,-8.180299758911133
mp:14229,Li5(BiO3)4,42,-8.180434226989746
mp:6396,Li2TcO3,24,-8.181365966796875
mp:8717,Li2Co2Si2O7,26,-8.181903839111328
mp:13156,Li4Co(BO3)2,26,-8.18297004699707
mp:15716,Li7Nb2Fe3O16,28,-8.183263778686523
mp:13059,Li4Mn(WO4)3,40,-8.183403015136719
mp:2985,KLiNiO2,20,-8.183856964111328
mp:5173,Rb2LiNb2(TeO6)2,19,-8.184213638305664
mp:9525,LiCr(PO3)4,72,-8.184536933898926
mp:18412,Li3SiSbCO7,26,-8.184571266174316
mp:9822,LiBi4B3O11,38,-8.184738159179688
mp:15681,Li7Mn4CoO12,48,-8.18520736694336
mp:4600,LiVCoO4,14,-8.185257911682129
mp:18252,Li3Cr4P5O24,72,-8.185287475585938
mp:18196,Li3FeOF3,32,-8.185333251953125
mp:11407,Li3Fe5(PO4)6,38,-8.185619354248047
mp:15086,Li6PClO5,13,-8.185677528381348
mp:11312,Li3V4FeO12,20,-8.186310768127441
mp:5348,LiMgCr3(SO4)6,35,-8.187017440795898
mp:5070,LiFeBO3,24,-8.187063217163086
mp:10098,Li2V(PO4)2,52,-8.187088966369629
mp:12393,Li4Mn3NbO8,32,-8.187801361083984
mp:12276,Li4CuF5,10,-8.188365936279297
mp:9670,LiSc(WO4)2,24,-8.188614845275879
mp:13716,Li4V2C4SO16,54,-8.1887845993042
mp:12046,Li4Co5O12,21,-8.188939094543457
mp:12782,Li4Co3CuO8,16,-8.1890869140625
mp:18068,Li3Mn2(SiO4)2,15,-8.189353942871094
mp:3992,Rb2LiVO4,16,-8.189517974853516
mp:7048,Li2BiO3,12,-8.189750671386719
mp:15271,Li6MnV3(PO4)6,80,-8.18989372253418
mp:16027,Li9Mn2Co5O16,32,-8.190117835998535
mp:2270,Li(Fe2O3)4,42,-8.190207481384277
mp:13621,Li4Ti3Mn4(CoO9)2,62,-8.190229415893555
mp:7661,Li2Cu2Si2O7,52,-8.190408706665039
mp:17726,Li3CrFe3O8,30,-8.190990447998047
mp:2666,LiCrBO3,54,-8.191100120544434
mp:16547,Li24Mn11CrO36,72,-8.191476821899414
mp:4404,LiCrPO4,56,-8.191740989685059
mp:13515,Li4MnSn(WO6)2,40,-8.192622184753418
mp:4677,LiFe2(PO4)3,72,-8.192949295043945
mp:10653,Sr4Li2Ta2Al2N8O,38,-8.192981719970703
mp:5541,Ba2LiAl(CN2)4,64,-8.193153381347656
mp:662,LiMnO2,16,-8.193185806274414
mp:7883,Li2VP2O7,48,-8.19321060180664
mp:17773,Li3Cr(CoO3)2,24,-8.193321228027344
mp:7815,Li2Mn3GaO8,28,-8.19343376159668
mp:9580,LiZnPO4,42,-8.193778038024902
mp:15521,Li7(NiO2)12,43,-8.194062232971191
mp:5847,SrLiTi3Cr2O11,72,-8.194151878356934
mp:17697,Li3VCr3O8,30,-8.194231033325195
mp:9415,LiP4WO12,72,-8.1942777633667
mp:17616,Li3Fe2(PO4)3,40,-8.194681167602539
mp:3090,KLiWO4,14,-8.194820404052734
mp:13315,Li4FeSi2O7,56,-8.195043563842773
mp:4570,LiCrSiO4,28,-8.195608139038086
mp:14918,Li6Ti2O7,30,-8.195863723754883
mp:10085,Li2TiCrO4,16,-8.196887016296387
mp:6422,Li2HfO3,12,-8.196976661682129
mp:7852,Li2MnVO4,16,-8.197834014892578
mp:2791,LiFe4(BO3)4,42,-8.197952270507812
mp:2743,LiMn2(BO3)2,66,-8.198929786682129
mp:11288,Li3Cr4P5O24,72,-8.199291229248047
mp:1968,LiAlH4,24,-8.19931697845459
mp:12658,Li4Cr5FeO12,22,-8.199366569519043
mp:2785,LiV2(OF)3,27,-8.199575424194336
mp:12666,Li4Mn3NiO8,16,-8.199750900268555
mp:16803,Li8Mn5Fe3(BO3)8,48,-8.199978828430176
mp:8791,Li2V5CuO12,20,-8.20017147064209
mp:16524,Li24Mn5Cr7O36,72,-8.200181007385254
mp:17884,Li3Mn4(FeO6)2,42,-8.200336456298828
mp:9157,LiPr2IrO6,20,-8.200578689575195
mp:15298,Li6Mn3Cr2Fe3O16,30,-8.200641632080078
mp:8759,Li2V3BiO8,56,-8.200645446777344
mp:4931,LiZnFe7O12,42,-8.20143985748291
mp:7571,K2Li2FeO4,36,-8.201730728149414
mp:16894,Li9Mn7O16,32,-8.202018737792969
mp:15812,Li7Mn2(CoO4)3,24,-8.202075958251953
mp:4033,LiFe(SO4)2,24,-8.202080726623535
mp:10976,Li3V5O14,22,-8.202392578125
mp:9259,LiCr(SiO3)2,40,-8.202563285827637
mp:10164,Li2MnO2F,24,-8.203216552734375
mp:7401,Li2Cr3SnO8,28,-8.203231811523438
mp:10264,Li2MnFe(BO3)2,24,-8.203326225280762
mp:8867,Li2V3(FeO6)2,76,-8.203556060791016
mp:9504,LiVB2O5,72,-8.204352378845215
mp:14111,Li5(CoO2)4,68,-8.20450210571289
mp:11178,Li3(WO3)8,35,-8.204648971557617
mp:17640,Li3VO3F,32,-8.204659461975098
mp:13070,Li4Fe(WO4)3,40,-8.205388069152832
mp:12095,Li4Mn5O12,42,-8.205686569213867
mp:3448,LiSn2(PO4)3,36,-8.205793380737305
mp:16534,Li24MnCr11O36,72,-8.205860137939453
mp:9388,LiFeP2O7,44,-8.206074714660645
mp:9838,LiSb(MoO4)2,24,-8.206242561340332
mp:4956,LiVSiO4,28,-8.20653247833252
mp:4872,LiVOF3,24,-8.206986427307129
mp:7283,Li2TiMnO4,32,-8.207136154174805
mp:14551,Li5TiV3O8,68,-8.208108901977539
mp:9805,LiVOF2,20,-8.208736419677734
mp:12922,Li4TiCo5O12,44,-8.208759307861328
mp:13767,Li4Fe3Sn3(SbO8)2,56,-8.208797454833984
mp:16717,Li8Mn(O2F)2,60,-8.20887565612793
mp:12390,Li4Co3NiO8,32,-8.208956718444824
mp:12740,Li4TiCo3O8,32,-8.209297180175781
mp:18004,Li3AlFeO5,40,-8.209551811218262
mp:13660,Li4FeCu3(PO4)4,28,-8.209879875183105
mp:8285,Li2Si4Ni5O14,25,-8.210020065307617
mp:14644,Li5Cr3NiO8,68,-8.210077285766602
mp:12462,Li4V2OF7,28,-8.210119247436523
mp:11888,Li3Mo2(PO4)3,80,-8.210325241088867
mp:9459,LiBiP2O7,44,-8.210596084594727
mp:853,LiV3O8,12,-8.210599899291992
mp:9975,LiIn4(HgO4)2,15,-8.210723876953125
mp:7820,Li2FeP2O7,24,-8.21075439453125
mp:14712,Li5Ni5(SnO6)2,24,-8.210762023925781
mp:18174,Li3Fe2(SiO4)2,30,-8.211288452148438
mp:11398,Li3TiFe3O8,30,-8.211570739746094
mp:13986,Li4Co3Sn3(SbO8)2,28,-8.211669921875
mp:16589,Li8(CoO2)5,23,-8.211952209472656
mp:17977,Li3U7(AsO7)5,50,-8.21258544921875
mp:14461,Li5Mn6(BO3)6,70,-8.212690353393555
mp:8896,NaLi2PO4,32,-8.213088989257812
mp:2306,LiV3O3F7,28,-8.213360786437988
mp:12670,Li4MnFe3O8,16,-8.213382720947266
mp:3941,LiFeSiO4,28,-8.213491439819336
mp:8773,Li2SiNiO4,32,-8.214157104492188
mp:5181,Sr4LiMn2(GaO5)2,19,-8.215106964111328
mp:4234,LiV2NiO6,20,-8.215964317321777
mp:12400,Li4Co5SnO12,44,-8.2161865234375
mp:9090,LiBi(PdO2)2,16,-8.216633796691895
mp:17969,Li3Nd3(TeO6)2,80,-8.216672897338867
mp:6546,Li2CoO3,12,-8.216693878173828
mp:7522,Li2MnCoO4,16,-8.217239379882812
mp:5593,LiSnPHO5,18,-8.217279434204102
mp:8382,Li2Ni3(P2O7)2,46,-8.217405319213867
mp:8668,Li2CrP2O7,24,-8.218412399291992
mp:13540,Li4Mn3Fe(BO3)4,48,-8.218793869018555
mp:15012,Li6Mn(FeO3)2,30,-8.21884536743164
mp:7716,Li2Cr(PO3)4,76,-8.219030380249023
mp:13670,Li4Mn3Cr(PO4)4,28,-8.219244003295898
mp:16537,Li24Ti5Cr7O36,72,-8.219700813293457
mp:4807,LiCoNiO4,14,-8.219818115234375
mp:13966,Li4Mn3Fe3(SbO8)2,28,-8.220476150512695
mp:8451,Li2Mn2FeO6,22,-8.221013069152832
mp:5006,RbLiMoO4,14,-8.221220016479492
mp:18001,Li3CrBO5,40,-8.221536636352539
mp:16766,Li8Mn3Fe5(BO3)8,48,-8.222076416015625
mp:7784,Li2MnCoO4,16,-8.22216796875
mp:11915,Li3Fe2(PO4)3,80,-8.222671508789062
mp:11829,Li3V2Cr2O8,15,-8.222707748413086
mp:11254,Li3W2N5,40,-8.222795486450195
mp:18306,Li3CrPCO7,52,-8.22331428527832
mp:16165,Li9Mn2Co5O16,32,-8.223339080810547
mp:9318,LiFe3P3O11,72,-8.223344802856445
mp:14155,Li5TlO4,80,-8.223508834838867
mp:4364,LiFe4(PO4)3,80,-8.223752975463867
mp:11575,Li3Cr3NiO8,60,-8.223796844482422
mp:12793,Li4FeCu3O8,16,-8.223976135253906
mp:18561,Li3Mn2Fe(BO3)3,36,-8.22399616241455
mp:16703,Li8VO5F,30,-8.224252700805664
mp:13903,Li4Ti3Mn2V3O16,28,-8.224386215209961
mp:4356,LiTeHO4,14,-8.224664688110352
mp:7869,Li2MnP2O7,24,-8.224809646606445
mp:9872,LiYMo3O8,13,-8.22488784790039
mp:4571,LiCrPO5,32,-8.225058555603027
mp:5496,LiNd2Tl(MoO4)4,48,-8.22522258758545
mp:2892,LiMgBN2,5,-8.225624084472656
mp:8937,Li2Mn2(SiO3)3,64,-8.226215362548828
mp:8992,Li2V3SnO8,28,-8.226799011230469
mp:9549,LiMnPO4,56,-8.226821899414062
mp:18128,Na2Li3GaO4,40,-8.227299690246582
mp:4175,LiTiFeO4,7,-8.2279052734375
mp:14231,Li5V4O8,17,-8.228479385375977
mp:14696,Li5V2Fe5O12,24,-8.228583335876465
mp:13174,Li4VP2O9,32,-8.228739738464355
mp:2805,LiMn2(BO3)2,44,-8.228792190551758
mp:7157,Li2Fe2Si8O19,31,-8.228927612304688
mp:9385,LiNiPO4,28,-8.228998184204102
mp:7632,Li2CrSiO4,32,-8.22944164276123
mp:5335,LiVCr(P2O7)2,21,-8.230020523071289
mp:7381,Li2VCr3O8,28,-8.230304718017578
mp:9697,LiMn2NiO6,20,-8.230581283569336
mp:17238,Li9Mn2Co5O16,32,-8.23071002960205
mp:13768,Li4Ti3Mn2Sn3O16,28,-8.230823516845703
mp:1549,LiGaPt2,4,-8.23133659362793
mp:18077,Li3V4FeO12,20,-8.23153305053711
mp:7371,Li2CoNiO4,16,-8.231670379638672
mp:9379,LiMnCO4,28,-8.232397079467773
mp:4083,LiNi2(PO4)2,26,-8.232544898986816
mp:15781,Li7Mn4CoO12,48,-8.232943534851074
mp:10428,Li2MnPO4F,72,-8.23408317565918
mp:12508,Li4Cr2Fe3O10,19,-8.234597206115723
mp:16552,Li24MnCr11O36,72,-8.235093116760254
mp:10034,Li2VO2F,6,-8.23518180847168
mp:11417,Li3Fe8(BO3)8,43,-8.235533714294434
mp:10331,Li2ZnFe(PO4)2,56,-8.236268043518066
mp:12935,Li4Cr3(CoO4)3,22,-8.236793518066406
mp:17687,Li3Fe3TeO8,15,-8.236838340759277
mp:15844,Li7Mn2(CoO4)3,24,-8.237258911132812
mp:2728,LiMn2(BO3)2,66,-8.237266540527344
mp:13356,Li4CrTe(WO6)2,40,-8.237632751464844
mp:11770,Li3Co3SbO8,30,-8.237824440002441
mp:16235,Li10Zn3(GeO4)4,33,-8.237842559814453
mp:3299,LiUAsO6,36,-8.238125801086426
mp:11834,Li3FeOF3,16,-8.239004135131836
mp:14911,Li6TeO6,13,-8.239426612854004
mp:11825,Li3Mn2CrO6,24,-8.239517211914062
mp:6184,Li2CrO2,20,-8.239788055419922
mp:14273,Li5FeO4,80,-8.239828109741211
mp:11263,Li3MnCoO5,20,-8.239921569824219
mp:17692,Li3TiCo3O8,15,-8.240042686462402
mp:16452,Li15Fe15SiO32,63,-8.240066528320312
mp:10536,Li2VSiCO7,48,-8.240327835083008
mp:11900,Li3Fe(PO4)2,56,-8.24090576171875
mp:7194,Li2Ni(CO3)2,44,-8.241310119628906
mp:14314,Li5V12O32,49,-8.242156982421875
mp:8280,Li2V3(P2O7)2,46,-8.242256164550781
mp:14449,Li5Mn6(BO3)6,35,-8.242271423339844
mp:7560,Li2TeMoO6,40,-8.24232292175293
mp:14135,Li5Mn3O8,16,-8.242485046386719
mp:300,LiV9O22,64,-8.242544174194336
mp:5801,LiNdGdFeO6,40,-8.242694854736328
mp:14757,Li5VO4F,11,-8.242777824401855
mp:11555,Li3Fe4(BO3)4,46,-8.242809295654297
mp:8830,Li2Ni3(BO3)3,34,-8.243425369262695
mp:9345,LiBi(BO3)2,20,-8.243438720703125
mp:4416,LiFeSiO4,56,-8.243524551391602
mp:14413,Li5Ti4Co3O16,56,-8.243603706359863
mp:12992,Li4Cr3FeO8,32,-8.243642807006836
mp:4974,LiV2(PO4)3,36,-8.243816375732422
mp:8315,Li2Mn2Si4O11,38,-8.243986129760742
mp:1199,LiZnN,3,-8.244059562683105
mp:8558,Li2CuSiO4,16,-8.245338439941406
mp:8994,Li2Si2NiO6,44,-8.245377540588379
mp:4310,LiMn(PO3)3,56,-8.246246337890625
mp:17685,Li3Mn3WO8,15,-8.246973037719727
mp:17828,Li3V2Fe3O10,18,-8.24699878692627
mp:18066,Li3MnCoO5,20,-8.247393608093262
mp:14617,Li5Mn3V2O10,40,-8.24743366241455
mp:17155,Li9Mn2Co5O16,32,-8.2474946975708
mp:4328,LiNb3O7F,12,-8.24751091003418
mp:14533,Li5V4O12F,44,-8.247604370117188
mp:4881,LiVWO6,9,-8.247641563415527
mp:18218,Li3TiV3O8,30,-8.247847557067871
mp:10308,Li2SbPCO7,24,-8.247867584228516
mp:10472,Li2FePHO5,20,-8.248054504394531
mp:1059,LiSbO3,20,-8.248337745666504
mp:7459,Li2Cr3FeO8,14,-8.248560905456543
mp:14761,Li5Fe6(BO3)6,35,-8.248809814453125
mp:8567,Li2SiNiO4,32,-8.249052047729492
mp:11167,Li3FeO4,8,-8.249266624450684
mp:7508,Li2FeSiO5,36,-8.249492645263672
mp:3176,LiFeSiO4,28,-8.249610900878906
mp:6108,BaSrLiNdTlCu2O7,14,-8.249738693237305
mp:12757,Li4V2(PO4)3,42,-8.25008487701416
mp:7913,Li2Ta2(OF2)3,39,-8.250382423400879
mp:806,LiCuO2,4,-8.250626564025879
mp:906,LiOsO3,10,-8.250680923461914
mp:4249,LiAlAs2O7,11,-8.250926971435547
mp:14376,Li5Cr3FeO8,68,-8.25134563446045
mp:6340,Li2Hf2O5,36,-8.251399993896484
mp:14141,Li5AuO4,10,-8.251497268676758
mp:18426,Li3MnPCO7,52,-8.252062797546387
mp:8433,Li2Mn3(BO3)3,34,-8.252246856689453
mp:14427,Li5Mn6(BO3)6,35,-8.252399444580078
mp:10263,Li2MnPHO5,40,-8.252891540527344
mp:2865,LiVSiO5,16,-8.253610610961914
mp:10526,Li2VCr(P2O7)2,44,-8.254005432128906
mp:2735,LiMn2(BO3)2,44,-8.254171371459961
mp:4916,LiFe5O3F5,14,-8.254576683044434
mp:11281,Li3Fe8(BO3)8,43,-8.25457763671875
mp:13941,Li4Mn3Cr3(SbO8)2,28,-8.254629135131836
mp:4612,LiVFeO4,14,-8.254941940307617
mp:7792,Li2Fe3SnO8,28,-8.255306243896484
mp:3325,LiVOF3,24,-8.25537109375
mp:11848,Li3Fe2P5O16,52,-8.255697250366211
mp:3384,LiSn4P7O24,72,-8.25574779510498
mp:8979,Li2Fe(CoO3)2,22,-8.255799293518066
mp:7433,Li2CoSiO4,32,-8.255941390991211
mp:14585,Li5Mn2V3O10,40,-8.256775856018066
mp:7327,Li2BiP3O10,32,-8.257184982299805
mp:7653,Li2Fe(PO3)4,38,-8.257448196411133
mp:3046,LiSiBiO4,42,-8.257755279541016
mp:3909,LiVSiO4,28,-8.257818222045898
mp:5475,LiLa2Fe2(TeO6)2,19,-8.258051872253418
mp:10148,Li2V(OF)2,28,-8.258056640625
mp:14448,Li5Mn8(BO3)8,45,-8.258140563964844
mp:10052,Li2CuSnO4,16,-8.25915241241455
mp:16371,Li12Cr3NiP4(CO7)4,52,-8.259254455566406
mp:7863,Li2CrP3O10,32,-8.260120391845703
mp:6007,NaLiMn2Fe4(PO4)6,38,-8.260124206542969
mp:16780,Li8Mn3Fe5(BO3)8,48,-8.260457038879395
mp:2702,LiNiBO3,54,-8.260796546936035
mp:18462,Li3MnPCO7,26,-8.261055946350098
mp:14390,Li5Fe8(BO3)8,45,-8.261284828186035
mp:66,LiI,4,-8.261719703674316
mp:14653,Li5Ga(GeO4)2,32,-8.262721061706543
mp:13331,Li4MnFe3(BO3)4,48,-8.262979507446289
mp:8459,Li2AlNiO4,32,-8.263107299804688
mp:3462,LiV2(PO4)3,36,-8.263676643371582
mp:9290,RbLiSO4,28,-8.263933181762695
mp:9676,LiCo3NiO8,26,-8.263944625854492
mp:8746,Li2Fe2Si3O10,34,-8.264358520507812
mp:18249,Li3FeBO4,72,-8.264747619628906
mp:2784,LiMn3(BO3)3,32,-8.264981269836426
mp:11718,Li3VCr3O8,15,-8.265100479125977
mp:5644,LiFeSO4F,32,-8.265254020690918
mp:15511,Li7(SnO3)4,23,-8.265742301940918
mp:9108,LiBi(WO4)2,24,-8.265914916992188
mp:7888,Li2Fe2(SO4)3,38,-8.265918731689453
mp:14591,Li5V2Co3O10,20,-8.266034126281738
mp:17753,Li3MnCoO5,20,-8.26620864868164
mp:3986,LiNiPO4,28,-8.266712188720703
mp:6392,Li2Hf2O5,18,-8.267407417297363
mp:7879,Li2MnO2F,24,-8.268218040466309
mp:4724,LiV2(CO3)4,38,-8.268532752990723
mp:13034,Li4V3FeO8,16,-8.269187927246094
mp:16808,Li8MnFe7(BO3)8,48,-8.269498825073242
mp:16708,Li8Nb(FeO4)3,24,-8.269522666931152
mp:7397,Li2V3CrO8,28,-8.269635200500488
mp:10560,Li2ScFe(SiO3)4,20,-8.269859313964844
mp:12455,Li4V3SiO10,18,-8.270076751708984
mp:17635,Li3Bi3(PO4)4,52,-8.270108222961426
mp:15500,Li7V5O12,24,-8.270185470581055
mp:9363,LiBiP2O7,44,-8.27108383178711
mp:8473,Li2TiVO4,32,-8.271605491638184
mp:14514,Li5Mn2CoO8,32,-8.272197723388672
mp:13457,Li4Ti3Ni3(WO8)2,28,-8.272747039794922
mp:11480,Li3Cr(PO4)2,56,-8.272920608520508
mp:18201,Li3MnCoO5,20,-8.273157119750977
mp:6090,K2BaLiCo(NO2)6,23,-8.27406120300293
mp:5743,K2LiIn(MoO4)3,38,-8.274420738220215
mp:10177,Li2VO3F,28,-8.274439811706543
mp:16520,Li24Mn7Cr5O36,72,-8.274979591369629
mp:7400,Li2Fe3TeO8,28,-8.275257110595703
mp:8722,Li2Mn2CrO6,22,-8.27551555633545
mp:12398,Li4Co5SnO12,44,-8.275772094726562
mp:18244,Li3MnAlO4,72,-8.276161193847656
mp:8068,Li2Mn3TeO8,28,-8.27637004852295
mp:10069,Li2VFeO4,16,-8.27662467956543
mp:4809,LiMnSiO4,14,-8.27668571472168
mp:11266,Li3MnCoO5,20,-8.277835845947266
mp:4642,LiVSiO5,16,-8.278312683105469
mp:12950,Li4Cr3GaO8,32,-8.27839469909668
mp:9904,LiCNO,4,-8.279101371765137
mp:18199,Li3MnCoO5,20,-8.280040740966797
mp:12004,Li3VCrP2(O4F)2,17,-8.280105590820312
mp:8029,Li2Co3SbO8,14,-8.280349731445312
mp:13254,Li4V5O9F,19,-8.280659675598145
mp:7907,Li2MnO2F,24,-8.280879020690918
mp:8966,Li2Mn2SbO6,22,-8.281251907348633
mp:8230,Li2Cr3(P2O7)2,23,-8.281266212463379
mp:14650,Li5WNO4,22,-8.281593322753906
mp:4095,LiSn(PO3)4,36,-8.281977653503418
mp:8401,Li2MnCrO4,64,-8.28359317779541
mp:9801,LiBi(PO3)4,36,-8.284093856811523
mp:13779,Li4V3Cr3(WO8)2,28,-8.284196853637695
mp:11904,Li3Cr(PO4)2,56,-8.284415245056152
mp:13176,Li4Cu(PO4)2,30,-8.284605026245117
mp:15291,Li6MnV3(PO4)6,80,-8.285276412963867
mp:12634,Li4CrFe3O8,16,-8.285369873046875
mp:14045,Li4V3CoCu2(PO4)6,40,-8.285400390625
mp:1655,LiVO2,16,-8.285552978515625
mp:12450,Li4V(PO3)6,29,-8.285591125488281
mp:3063,LiMnBO3,36,-8.285594940185547
mp:15333,Li7SbO6,14,-8.286396026611328
mp:12545,Li4TiV3O10,36,-8.286763191223145
mp:14453,Li5Mn6(BO3)6,35,-8.287084579467773
mp:12614,Li4Co5SnO12,44,-8.287545204162598
mp:18166,Li3Fe(PO4)2,56,-8.28782844543457
mp:10470,Li2CoPHO5,40,-8.288130760192871
mp:15056,Li6MnSiO6,56,-8.288135528564453
mp:4819,LiVCoO4,14,-8.288276672363281
mp:13001,Li4Cr3FeO8,32,-8.288589477539062
mp:11384,Li3Nb3TeO12,19,-8.289321899414062
mp:1698,LiIO3,20,-8.289424896240234
mp:7649,Li2FeSiO4,32,-8.289670944213867
mp:3036,LiCrPO4,42,-8.289713859558105
mp:16446,Li15Cr2O12,29,-8.28993034362793
mp:7441,Li2Fe3NiO8,14,-8.290658950805664
mp:7836,Li2V2(SO4)3,38,-8.290664672851562
mp:6547,Li2CoO3,12,-8.290761947631836
mp:11238,Li3FeO4,8,-8.291316986083984
mp:3333,LiVPO5,32,-8.291335105895996
mp:9103,LiGd(MoO4)2,24,-8.291339874267578
mp:2794,LiFe4(BO3)4,42,-8.291367530822754
mp:2882,LiTb(SO4)2,24,-8.29140853881836
mp:10237,Li2MnV(PO4)3,38,-8.291537284851074
mp:11647,Li3CrCo3O8,30,-8.292070388793945
mp:14624,Li5Mn3(FeO5)2,20,-8.292173385620117
mp:17784,Li3TiMn2O6,24,-8.292296409606934
mp:13370,Li4MnCr(WO6)2,20,-8.292465209960938
mp:12406,Li4Co3Sb5O16,56,-8.292503356933594
mp:12093,Li4SeO5,20,-8.29250717163086
mp:2732,LiMn2(PO4)2,78,-8.293181419372559
mp:8692,Li2FeSi3O8,28,-8.293474197387695
mp:16750,Li8VFe7(PO4)12,76,-8.293807029724121
mp:7013,Li2BiO2,5,-8.293989181518555
mp:13822,Li4Ti3Cu3(TeO8)2,28,-8.294035911560059
mp:15491,Li7Co5O12,48,-8.294065475463867
mp:10480,Li2FePCO7,24,-8.294132232666016
mp:12238,Li4GeO4,18,-8.29438591003418
mp:15336,Li7Nb8O24,78,-8.294792175292969
mp:4781,LiAg(CO2)2,16,-8.295682907104492
mp:7753,Li2Mn3(BO3)3,51,-8.296445846557617
mp:4279,LiBiP2O7,11,-8.297285079956055
mp:10025,Li2AlFeO4,16,-8.297374725341797
mp:15059,Li6Mn(FeO3)2,30,-8.29752254486084
mp:1918,LiTi4O8,13,-8.297901153564453
mp:8840,Li2VO2F,24,-8.298371315002441
mp:11925,K2Li3CoO4,40,-8.298697471618652
mp:10405,RbLi2Mn2(BO3)3,34,-8.298795700073242
mp:16512,Li24Ti5Cr7O36,72,-8.298999786376953
mp:7901,Li2Bi2(SO4)3,38,-8.299022674560547
mp:16453,Li15Bi4(PdO10)2,41,-8.299072265625
mp:14246,Li5MnO4,20,-8.299617767333984
mp:8825,Li2VCO5,36,-8.300171852111816
mp:10491,Li2MnH4(SO5)2,38,-8.300200462341309
mp:11966,Li3Cr3(NiO6)2,80,-8.300479888916016
mp:17701,Li3FeCu3O8,15,-8.300765037536621
mp:17337,Li9Fe4(BO3)8,45,-8.301283836364746
mp:8822,Li2CrFeO4,24,-8.301637649536133
mp:10347,Li2ScPCO7,24,-8.301833152770996
mp:14450,Li5Mn6(BO3)6,35,-8.302446365356445
mp:17460,Li9V3(WO4)7,47,-8.30263900756836
mp:13912,Li4Mn3Sn3(TeO8)2,56,-8.302926063537598
mp:18491,Li3MnPCO7,26,-8.303033828735352
mp:9808,LiSb(PO3)4,36,-8.303433418273926
mp:18307,Li3CrPCO7,52,-8.303464889526367
mp:13317,Li4Si2NiO7,28,-8.303465843200684
mp:7556,Li2TeWO6,40,-8.303546905517578
mp:2000,Li(CuO)2,20,-8.303638458251953
mp:13956,Li4Nb3Cu3(TeO8)2,28,-8.303823471069336
mp:3464,LiMn3(BO3)3,32,-8.304240226745605
mp:824,LiTaO3,10,-8.304401397705078
mp:15006,Li6V3Sb3O16,28,-8.304681777954102
mp:11614,Li3MnCoO5,20,-8.30476188659668
mp:2962,LiMn3CrO8,13,-8.304939270019531
mp:7220,Li2V3CoO8,56,-8.305497169494629
mp:181,LiO2,6,-8.305770874023438
mp:4841,LiCrSnO4,28,-8.306020736694336
mp:12805,Li4NbCo3O8,16,-8.306229591369629
mp:7594,Li2V(PO4)2,52,-8.306598663330078
mp:4821,LiMnVO4,14,-8.306657791137695
mp:16539,Li24Mn7Cr5O36,72,-8.306795120239258
mp:11518,Li3V4(OF3)3,76,-8.306912422180176
mp:15826,Li7Mn2(CoO4)3,24,-8.307098388671875
mp:3027,LiFeSiO4,42,-8.307245254516602
mp:7108,Li2Fe(CoO3)2,22,-8.307307243347168
mp:14277,Li5BO4,80,-8.307779312133789
mp:17988,Li3GaSiO5,40,-8.308134078979492
mp:17759,Li3Mn3FeO8,15,-8.30819320678711
mp:13701,Li4Cu3Sn(PO4)4,28,-8.308197975158691
mp:10072,Li2VOF3,28,-8.308639526367188
mp:11582,Li3V2(O2F)2,22,-8.309709548950195
mp:9104,LiTb(WO4)2,24,-8.309886932373047
mp:2661,LiMn3(PO4)3,38,-8.310134887695312
mp:9694,LiV(SiO3)2,20,-8.310218811035156
mp:3374,LiSn(PO3)4,36,-8.310309410095215
mp:8652,Li2Mo(PO4)2,26,-8.310413360595703
mp:16646,Li8Nb2O9,76,-8.310437202453613
mp:11455,Li3Fe8(BO3)8,43,-8.311939239501953
mp:5483,KLiY2(MoO4)4,48,-8.311985969543457
mp:908,LiNbO3,10,-8.312491416931152
mp:15446,Li7Mn5O12,24,-8.31249713897705
mp:13839,Li4Mn3Fe3(WO8)2,28,-8.312942504882812
mp:16734,Li8MnFe7(BO3)8,48,-8.313088417053223
mp:6381,Li2MoO4,42,-8.313101768493652
mp:13885,Li4Al3Cr3(SbO8)2,56,-8.313217163085938
mp:2769,LiCr(Si2O5)2,32,-8.313366889953613
mp:18204,Li3MnCoO5,20,-8.3134765625
mp:8532,Li2AlFeO4,64,-8.31350326538086
mp:10297,Li2MnFe(BO3)2,24,-8.314002990722656
mp:12825,Li4Mn3WO8,32,-8.314580917358398
mp:15077,Li6Mn2O5F2,30,-8.314611434936523
mp:5846,LiZnSO4F,32,-8.315213203430176
mp:2300,LiTiV2O6,10,-8.315351486206055
mp:10102,Li2VO2F,24,-8.315568923950195
mp:12949,Li4AlCr3O8,32,-8.315587997436523
mp:8470,Li2TiCrO4,16,-8.315948486328125
mp:12250,Li4CoO4,72,-8.316276550292969
mp:4471,LiCrPO4,28,-8.316328048706055
mp:9138,LiCaAlN2,20,-8.316341400146484
mp:14665,Li5V(SiO4)2,16,-8.316446304321289
mp:7227,Li2VPO5,36,-8.318135261535645
mp:8961,Li2Mn2SnO6,22,-8.31854248046875
